actual,pred,abs_error,is_threshold_miss,near_threshold_miss,large_margin_error
1.98,2.0866447815415707,0.10664478154157075,False,False,False
1.98,2.0866447815415707,0.10664478154157075,False,False,False
1.98,2.0615640106842235,0.08156401068422348,False,False,False
1.98,2.0615640106842235,0.08156401068422348,False,False,False
1.98,2.0615640106842235,0.08156401068422348,False,False,False
1.98,2.0615640106842235,0.08156401068422348,False,False,False
1.98,2.073176029727625,0.09317602972762495,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.146004613790642,0.003995386209358021,False,False,False
2.15,2.134280490022424,0.015719509977575985,False,False,False
2.15,2.409552214588894,0.259552214588894,False,False,False
2.15,2.4244823368567303,0.2744823368567304,False,False,False
2.15,2.4256854480555177,0.27568544805551776,False,False,False
2.15,2.1401594550344303,0.009840544965569631,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1381836685590305,0.011816331440969385,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.134280490022424,0.015719509977575985,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.134280490022424,0.015719509977575985,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1381836685590305,0.011816331440969385,False,False,False
2.15,2.1381836685590305,0.011816331440969385,False,False,False
2.15,2.4219206258802934,0.27192062588029353,False,False,False
2.15,2.4292966496040327,0.2792966496040328,False,False,False
2.15,2.111668712142168,0.03833128785783213,False,False,False
2.15,2.1175556984314126,0.03244430156858735,False,False,False
2.15,2.1233023853327886,0.026697614667211322,False,False,False
2.15,2.4292966496040327,0.2792966496040328,False,False,False
2.15,2.4292966496040327,0.2792966496040328,False,False,False
2.15,2.415053618623836,0.26505361862383614,False,False,False
2.15,2.413854241356037,0.2638542413560372,False,False,False
2.15,2.4143455378052594,0.2643455378052595,False,False,False
2.15,2.4292966496040327,0.2792966496040328,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1381836685590305,0.011816331440969385,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.4292966496040327,0.2792966496040328,False,False,False
2.15,2.4292966496040327,0.2792966496040328,False,False,False
2.15,2.430501452198194,0.2805014521981941,False,False,False
2.15,2.4143455378052594,0.2643455378052595,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1315344703553936,0.01846552964460635,False,False,False
2.15,2.1315344703553936,0.01846552964460635,False,False,False
2.15,2.1315344703553936,0.01846552964460635,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1319851374481082,0.018014862551891664,False,False,False
2.15,2.1315344703553936,0.01846552964460635,False,False,False
2.15,2.1315344703553936,0.01846552964460635,False,False,False
2.15,2.1315344703553936,0.01846552964460635,False,False,False
2.15,2.1315344703553936,0.01846552964460635,False,False,False
2.15,2.1390566214370037,0.010943378562996209,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1315344703553936,0.01846552964460635,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1381836685590305,0.011816331440969385,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1381836685590305,0.011816331440969385,False,False,False
2.15,2.409552214588894,0.259552214588894,False,False,False
2.15,2.4244823368567303,0.2744823368567304,False,False,False
2.15,2.4244823368567303,0.2744823368567304,False,False,False
2.15,2.4244823368567303,0.2744823368567304,False,False,False
2.15,2.4244823368567303,0.2744823368567304,False,False,False
2.15,2.4256854480555177,0.27568544805551776,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1381836685590305,0.011816331440969385,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1381836685590305,0.011816331440969385,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1381836685590305,0.011816331440969385,False,False,False
2.15,2.1390566214370037,0.010943378562996209,False,False,False
2.15,2.4292966496040327,0.2792966496040328,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
2.15,2.1392861954650275,0.010713804534972393,False,False,False
1.9,2.134280490022424,0.23428049002242401,False,False,False
1.9,2.2986475474821377,0.3986475474821378,False,False,False
1.9,2.310986504457278,0.410986504457278,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.146004613790642,0.24600461379064198,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.3088823188142635,0.4088823188142636,False,False,False
1.9,2.3038823844129657,0.40388238441296576,False,False,False
1.9,2.414801836897954,0.5148018368979539,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.414801836897954,0.5148018368979539,False,False,False
1.9,2.414801836897954,0.5148018368979539,False,False,False
1.9,2.323371616669388,0.42337161666938794,False,False,False
1.9,2.3088823188142635,0.4088823188142636,False,False,False
1.9,2.2309145424909627,0.33091454249096275,False,False,False
1.9,2.146004613790642,0.24600461379064198,False,False,False
1.9,2.1381836685590305,0.23818366855903061,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.146004613790642,0.24600461379064198,False,False,False
1.9,2.146004613790642,0.24600461379064198,False,False,False
1.9,2.323371616669388,0.42337161666938794,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.146004613790642,0.24600461379064198,False,False,False
1.9,2.1381836685590305,0.23818366855903061,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.396405410559617,0.4964054105596172,False,False,False
1.9,2.3061483688622313,0.4061483688622314,False,False,False
1.9,2.3196806883031735,0.4196806883031736,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.3952125825994814,0.49521258259948153,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1381836685590305,0.23818366855903061,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.4112779641558983,0.5112779641558984,False,False,False
1.9,2.323371616669388,0.42337161666938794,False,False,False
1.9,2.1468797422317323,0.24687974223173237,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.4032349199040657,0.5032349199040658,False,False,False
1.9,2.3952125825994814,0.49521258259948153,False,False,False
1.9,2.3088823188142635,0.4088823188142636,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1381836685590305,0.23818366855903061,False,False,False
1.9,2.1381836685590305,0.23818366855903061,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1381836685590305,0.23818366855903061,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.3952125825994814,0.49521258259948153,False,False,False
1.9,2.3952125825994814,0.49521258259948153,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.3952125825994814,0.49521258259948153,False,False,False
1.9,2.3952125825994814,0.49521258259948153,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.410079912909488,0.5100799129094882,False,False,False
1.9,2.3952125825994814,0.49521258259948153,False,False,False
1.9,2.1401594550344303,0.24015945503443037,False,False,False
1.9,2.216887039945673,0.3168870399456729,False,False,False
1.9,2.3952125825994814,0.49521258259948153,False,False,False
1.9,2.414801836897954,0.5148018368979539,False,False,False
1.9,2.4011083995194835,0.5011083995194836,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
1.9,2.1392861954650275,0.2392861954650276,False,False,False
2.05,2.199213460725673,0.1492134607256732,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.199213460725673,0.1492134607256732,False,False,False
2.05,2.1912602386766995,0.14126023867669968,False,False,False
2.05,2.4677551049059794,0.41775510490597956,False,False,False
2.05,2.4677551049059794,0.41775510490597956,False,False,False
2.05,2.3669857148040636,0.3169857148040638,False,False,False
2.05,2.3669857148040636,0.3169857148040638,False,False,False
2.05,2.32764512492228,0.2776451249222802,False,False,False
2.05,2.199213460725673,0.1492134607256732,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.199213460725673,0.1492134607256732,False,False,False
2.05,2.199213460725673,0.1492134607256732,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.199213460725673,0.1492134607256732,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
2.05,2.1923814127852874,0.1423814127852876,False,False,False
